,tweets_id,retweet_count,likes_count
374,826115272272650244,2875,14740
375,825876512159186944,1737,9925
376,825829644528148480,2336,12026
377,825535076884762624,16364,53993
378,825147591692263424,4188,17271
379,825120256414846976,1168,0
380,825026590719483904,1168,5910
381,824796380199809024,5105,0
382,824775126675836928,3278,14068
383,824663926340194305,1648,9941
384,824325613288833024,9895,11185
385,824297048279236611,3569,14234
386,824025158776213504,558,4576
387,823939628516474880,2541,10056
388,823719002937630720,10366,0
389,823699002998870016,2336,13213
390,823581115634085888,2445,12273
391,823333489516937216,22,662
392,823322678127919110,3719,14837
393,823269594223824897,9235,0
394,822975315408461824,3200,16369
395,822872901745569793,39923,124114
396,822859134160621569,2111,12460
397,822647212903690241,5958,0
398,822610361945911296,2736,13975
399,822489057087389700,5958,17117
400,822462944365645825,13158,26319
401,822244816520155136,9235,33124
402,822163064745328640,4380,0
403,821886076407029760,2142,10679
404,821813639212650496,3127,0
405,821765923262631936,1556,7906
406,821522889702862852,1633,7573
407,821421320206483457,5129,0
408,821407182352777218,3996,11107
409,821153421864615936,9,236
410,821149554670182400,1826,8114
411,821107785811234820,1975,9072
412,821044531881721856,2126,11964
413,820837357901512704,6241,0
414,820749716845686786,9220,29849
415,820690176645140481,3004,11588
416,820494788566847489,523,0
417,820446719150292993,2395,0
418,820314633777061888,523,3160
419,820078625395449857,5794,18656
420,820013781606658049,1082,0
421,819952236453363712,1082,5016
422,819924195358416896,4549,12239
423,819711362133872643,2877,12618
424,819588359383371776,1868,9160
425,819347104292290561,1116,6844
426,819238181065359361,379,2139
427,819227688460238848,6241,21799
428,819015337530290176,34546,0
429,819015331746349057,17796,0
430,819006400881917954,17796,43044
431,819004803107983360,34546,82709
432,818646164899774465,19459,0
433,818627210458333184,7060,21230
434,818614493328580609,2354,9302
435,818588835076603904,5698,0
436,818536468981415936,2273,10277
437,818307523543449600,7467,0
438,818259473185828864,2088,10423
439,818145370475810820,2369,11621
440,817908911860748288,740,4608
441,817827839487737858,25135,48653
442,817777686764523521,2521,10227
443,817536400337801217,2729,11128
444,817502432452313088,3145,0
445,817423860136083457,13604,31869
446,817415592588222464,890,5297
447,817181837579653120,7872,0
448,817171292965273600,1869,8312
449,817120970343411712,2413,11549
450,817056546584727552,1518,8140
451,816829038950027264,4392,0
452,816816676327063552,1896,9480
453,816697700272001025,2056,9244
454,816450570814898180,7467,28720
455,816336735214911488,1803,8166
456,816091915477250048,1990,8481
457,816062466425819140,944,0
458,816014286006976512,4882,0
459,815990720817401858,944,4688
460,815966073409433600,7872,21139
461,815745968457060357,3860,0
462,815736392542261248,2121,9310
463,815639385530101762,1553,7827
464,815390420867969024,3573,9827
465,814986499976527872,1187,7258
466,814638523311648768,2524,10694
467,814578408554463233,5461,0
468,814530161257443328,1740,8219
469,814153002265309185,8115,27263
470,813944609378369540,2958,0
471,813910438903693312,1733,8858
472,813812741911748608,13037,34645
473,813800681631023104,1649,7884
474,813217897535406080,6852,17691
475,813202720496779264,1706,8772
476,813187593374461952,4048,18841
477,813172488309972993,1809,8811
478,813157409116065792,2066,7381
479,813142292504645637,2244,8084
480,813130366689148928,418,4261
481,813127251579564032,2921,11212
482,813112105746448384,2571,9798
483,813096984823349248,3391,10039
484,813081950185472002,2596,9425
485,813066809284972545,1830,7545
486,813051746834595840,6865,19926
487,812781120811126785,1788,7152
488,812709060537683968,1352,6293
489,812503143955202048,1148,5742
490,812466873996607488,1802,7573
491,812372279581671427,3424,12940
492,811985624773361665,1312,6916
493,811744202451197953,1479,7163
494,811647686436880384,682,5321
495,811627233043480576,2853,12081
496,811386762094317568,5985,19875
497,810984652412424192,1332,5059
498,810896069567610880,1644,8550
499,810657578271330305,2468,10432
500,810284430598270976,10497,33335
501,810254108431155201,3168,13980
502,809920764300447744,3684,14785
503,809808892968534016,4582,0
504,809448704142938112,1370,6612
505,809220051211603969,5251,18895
506,809084759137812480,3307,12567
507,808838249661788160,2868,9649
508,808733504066486276,2034,7508
509,808501579447930884,2455,10765
510,808344865868283904,19459,40219
511,808134635716833280,5523,0
512,808106460588765185,2070,8390
513,808001312164028416,3313,11855
514,807621403335917568,3391,13860
515,807106840509214720,51682,111698
516,807059379405148160,6891,0
517,807010152071229440,3636,12481
518,806629075125202948,32398,70643
519,806620845233815552,5148,0
520,806576416489959424,1825,4664
521,806542213899489280,2218,9740
522,806242860592926720,10890,0
523,806219024703037440,1134,6136
524,805958939288408065,5017,0
525,805932879469572096,1802,7887
526,805826884734976000,1717,6245
527,805823200554876929,7483,0
528,805520635690676224,1552,5485
529,805487436403003392,2382,8352
530,805207613751304193,1628,7483
531,804738756058218496,3603,12996
532,804475857670639616,1892,5850
533,804413760345620481,3012,0
534,804026241225523202,15061,42080
535,803773340896923648,2591,9566
536,803692223237865472,6931,0
537,803638050916102144,3887,10381
538,803380650405482500,1769,7397
539,803321560782307329,4961,0
540,803276597545603072,2300,9558
541,802952499103731712,1875,8580
542,802624713319034886,2727,0
543,802600418706604034,1384,6767
544,802572683846291456,2358,8520
545,802323869084381190,5483,15348
546,802265048156610565,1298,6622
547,802239329049477120,2460,8648
548,802185808107208704,251,0
549,801958328846974976,1597,7368
550,801854953262350336,219,1725
551,801538201127157760,1954,7818
552,801285448605831168,773,5746
553,801167903437357056,5523,23190
554,801127390143516673,3699,0
555,801115127852503040,1985,7680
556,800859414831898624,91,647
557,800855607700029440,1519,0
558,800751577355128832,2637,10093
559,800513324630806528,2833,12504
560,800459316964663297,2063,9051
561,800443802682937345,4025,0
562,800388270626521089,2638,10623
563,800188575492947969,3697,0
564,800141422401830912,2395,14521
565,800018252395122689,12331,26918
566,799774291445383169,4374,0
567,799757965289017345,2004,7979
568,799422933579902976,1801,7690
569,799308762079035393,5092,0
570,799297110730567681,2568,9389
571,799063482566066176,2340,7700
572,798933969379225600,4161,12429
573,798925684722855936,1362,7160
574,798705661114773508,6222,0
575,798701998996647937,7252,0
576,798697898615730177,6103,0
577,798694562394996736,4643,0
578,798686750113755136,2181,0
579,798682547630837760,4435,0
580,798673117451325440,5227,0
581,798665375516884993,3678,0
582,798644042770751489,1746,0
583,798628517273620480,1867,0
584,798585098161549313,5277,0
585,798576900688019456,5488,0
586,798340744599797760,3142,0
587,798209839306514432,2425,9932
588,797971864723324932,2893,10963
589,797545162159308800,4620,13884
590,797236660651966464,6165,18948
591,797165961484890113,24,212
592,796904159865868288,8360,0
593,796865951799083009,1829,7316
594,796759840936919040,2837,11217
595,796563435802726400,6748,0
596,796484825502875648,1653,7190
597,796387464403357696,3893,10468
598,796177847564038144,13383,0
599,796149749086875649,13383,30544
600,796125600683540480,1686,4739
601,796116448414461957,2254,8647
602,796080075804475393,2169,8024
603,796031486298386433,3502,10277
604,795464331001561088,21988,46829
605,795400264262053889,2686,9521
606,795076730285391872,5105,15351
607,794983741416415232,3160,0
608,794926597468000259,2161,9687
609,794355576146903043,9671,0
610,794332329137291264,2539,9139
611,794205286408003585,3116,8779
612,793962221541933056,4582,15918
613,793845145112371200,1749,8778
614,793614319594401792,2930,0
615,793601777308463104,1518,7585
616,793500921481273345,2236,10130
617,793286476301799424,8602,23365
618,793271401113350145,2249,8259
619,793256262322548741,7812,18947
620,793241302385262592,3080,9996
621,793226087023144960,2718,9289
622,793210959003287553,2611,8486
623,793195938047070209,5280,14461
624,793180763617361921,1867,6573
625,793165685325201412,2629,8914
626,793150605191548928,1597,5857
627,793135492858580992,2362,6085
628,793120401413079041,3689,12034
629,792913359805018113,3718,13612
630,792883833364439040,4005,10713
631,792773781206999040,1572,7003
632,792394556390137856,4018,12731
633,792050063153438720,1673,6777
634,791821351946420224,19725,0
635,791784077045166082,8909,0
636,791780927877898241,3560,0
637,791774931465953280,20782,42779
638,791672322847637504,2930,11154
639,791406955684368384,3860,12495
640,791312159183634433,2368,8326
641,791026214425268224,3818,0
642,790987426131050500,1992,9310
643,790946055508652032,4392,15869
644,790723298204217344,2146,0
645,790698755171364864,1808,7806
646,790581949425475584,6651,19576
647,790337589677002753,1769,7421
648,790277117346975746,2958,11908
649,790227638568808452,3313,0
650,789986466051088384,2146,8810
651,789960241177853952,3839,0
652,789903600034189313,3887,9793
653,789628658055020548,1651,7084
654,789599242079838210,1796,6382
655,789530877013393408,3160,11094
656,789314372632018944,2139,8205
657,789280767834746880,4592,0
658,789268448748703744,2449,8666
659,789137962068021249,2609,9228
660,788908386943430656,11718,26086
661,788765914992902144,9671,25923
662,788552643979468800,6670,0
663,788412144018661376,4930,14731
664,788178268662984705,1980,6903
665,788150585577050112,1201,5803
666,788070120937619456,3215,0
667,788039637453406209,1230,5800
668,787810552592695296,2842,8155
669,787717603741622272,2587,9715
670,787397959788929025,2670,10339
671,787322443945877504,1628,7401
672,787111942498508800,6301,0
673,786963064373534720,7433,25290
674,786729988674449408,2275,0
675,786709082849828864,5734,17373
676,786664955043049472,2366,10056
677,786595970293370880,2918,8981
678,786363235746385920,3221,10285
679,786286427768250368,2648,7565
680,786233965241827333,4380,14414
681,786051337297522688,148,1354
682,786036967502913536,6505,0
683,785927819176054784,2991,10815
684,785872687017132033,1673,6346
685,785639753186217984,2106,7462
686,785533386513321988,1843,8595
687,785515384317313025,1166,5800
688,785264754247995392,1519,6913
689,785170936622350336,4501,11384
690,784826020293709826,3012,9576
691,784517518371221505,2366,8502
692,784431430411685888,1184,5447
693,784183165795655680,7483,18971
694,784057939640352768,10366,28125
695,783839966405230592,10052,28410
696,783821107061198850,1829,6991
697,783695101801398276,2991,9873
698,783466772167098368,2076,7986
699,783391753726550016,5096,16006
700,783347506784731136,5148,0
701,783334639985389568,10890,27503
702,783085703974514689,2020,7740
703,782969140009107456,6891,22822
704,782747134529531904,1319,7071
705,782722598790725632,5017,16300
706,782598640137187329,1767,7383
707,782305867769217024,5129,15715
708,782021823840026624,5741,0
709,781955203444699136,3138,10571
710,781661882474196992,2528,9883
711,781655249211752448,1053,3785
712,781524693396357120,5148,19596
713,781308096455073793,2385,6751
714,781251288990355457,1930,7925
715,781163403222056960,2584,9278
716,780931614150983680,6748,20495
717,780858289093574656,1866,6801
718,780800785462489090,1201,5195
719,780601303617732608,3127,11428
720,780543529827336192,1627,5953
721,780496263422808064,3425,0
722,780476555013349377,103,0
723,780459368902959104,1003,5000
724,780192070812196864,2089,8222
725,780092040432480260,2137,0
726,780074436359819264,4570,11433
727,779834332596887552,6505,17772
728,779377524342161408,2889,8258
729,779124354206535695,17034,0
730,779056095788752897,4212,13905
731,778990705243029504,6657,18756
732,778774459159379968,9161,0
733,778764940568104960,338,820
734,778748913645780993,1207,6463
735,778650543019483137,1391,5428
736,778624900596654080,943,4342
737,778408200802557953,4009,12871
738,778396591732486144,11345,0
739,778383385161035776,1019,5507
740,778286810187399168,3064,9746
741,778039087836069888,2466,7994
742,778027034220126208,1493,6200
743,777953400541634568,3269,0
744,777885040357281792,1515,5998
745,777684233540206592,2727,10621
746,777641927919427584,3922,0
747,777621514455814149,2341,8221
748,777189768882946048,3985,13321
749,776819012571455488,12608,0
750,776813020089548800,1114,4605
751,776477788987613185,2561,8254
752,776249906839351296,8464,0
753,776218204058357768,14740,28116
754,776201521193218049,2335,9028
755,776113305656188928,4025,11121
756,776088319444877312,141,1714
757,775898661951791106,15542,0
758,775842724423557120,2466,11044
759,775733305207554048,3699,13084
760,775729183532220416,4281,12263
761,775364825476165632,2713,6951
762,775350846108426240,3628,9585
763,775085132600442880,4374,14632
764,774757898236878852,1656,8139
765,774639387460112384,1615,6368
766,774314403806253056,5092,20549
767,773985732834758656,3587,10167
768,773922284943896577,1629,6062
769,773704687002451968,1498,6238
770,773670353721753600,1225,5055
771,773547596996571136,5698,20829
772,773336787167145985,4674,0
773,773308824254029826,6953,21990
774,773247561583001600,3004,8888
775,773191612633579521,3806,9399
776,772877495989305348,3580,8053
777,772826264096874500,2210,7569
778,772615324260794368,3118,0
779,772581559778025472,1588,6114
780,772193107915964416,1291,5680
781,772152991789019136,1054,3590
782,772117678702071809,687,3554
783,772114945936949249,439,2583
784,772102971039580160,866,3775
785,771908950375665664,1757,6188
786,771770456517009408,3142,11294
787,771500966810099713,2421,7777
788,771380798096281600,4674,9919
789,771171053431250945,6895,0
790,771136648247640064,2710,8614
791,771102124360998913,1335,5867
792,771014301343748096,1539,6485
793,770787852854652928,1104,4621
794,770772759874076672,1326,4890
795,770655142660169732,1668,6929
796,770414278348247044,1927,5945
797,770293558247038976,1355,5855
798,770093767776997377,2818,0
799,770069151037685760,2126,7147
800,769940425801170949,8838,29309
801,769695466921623552,1564,6048
802,769335591808995329,7130,0
803,769212283578875904,1600,5085
804,768970937022709760,6002,13413
805,768909767477751808,2443,0
806,768855141948723200,827,3936
807,768609597686943744,1099,3861
808,768596291618299904,1188,4736
809,768554158521745409,5387,0
810,768473857036525572,3162,12779
811,768193404517830656,3269,10201
812,767884188863397888,1266,4469
813,767754930266464257,4961,14991
814,767500508068192258,2151,7057
815,767191397493538821,3479,11545
816,767122157629476866,2648,9557
817,766793450729734144,1260,4750
818,766714921925144576,348,2465
819,766693177336135680,730,3798
820,766423258543644672,1459,5643
821,766313316352462849,1734,6346
822,766078092750233600,2424,0
823,766069199026450432,775,3948
824,766008592277377025,461,3538
825,765719909049503744,1995,6807
826,765669560888528897,1132,4858
827,765395769549590528,3118,25133
828,765371061932261376,2005,6682
829,765222098633691136,3118,10932
830,764857477905154048,1648,6085
831,764259802650378240,1393,5645
832,763956972077010945,50,734
833,763837565564780549,3818,11775
834,763183847194451968,1359,5062
835,763167063695355904,2752,0
836,763103485927849985,2124,6936
837,762699858130116608,3313,11372
838,762471784394268675,5920,10523
839,762464539388485633,3839,9650
840,762316489655476224,1029,4505
841,762035686371364864,14312,29836
842,761976711479193600,1829,5049
843,761750502866649088,3590,0
844,761745352076779520,794,4021
845,761672994376806400,26766,46318
846,761599872357261312,1102,3885
847,761371037149827077,16666,0
848,761334018830917632,1339,4832
849,761292947749015552,1001,4194
850,761227390836215808,1447,5005
851,761004547850530816,3215,10656
852,760893934457552897,890,3576
853,760656994973933572,1752,6182
854,760641137271070720,1190,4682
855,760539183865880579,3346,7082
856,760521673607086080,1288,3925
857,760290219849637889,10580,25096
858,760252756032651264,798,3709
859,760190180481531904,1653,5353
860,760153949710192640,28,0
861,759943073749200896,1934,5532
862,759846353224826880,1799,6300
863,759793422261743616,1762,5583
864,759557299618865152,1105,4406
865,759447681597108224,2275,7949
866,759446261539934208,454,1565
867,759197388317847553,1804,5700
868,759159934323924993,1067,0
869,759099523532779520,3826,13634
870,759047813560868866,1851,6076
871,758854675097526272,842,3327
872,758828659922702336,3557,10486
873,758740312047005698,1499,5381
874,758474966123810816,914,3562
875,758467244762497024,2029,4477
876,758405701903519748,1764,4877
877,758355060040593408,966,3158
878,758099635764359168,9160,17744
879,758041019896193024,339,2532
880,757741869644341248,3027,6419
881,757729163776290825,7215,0
882,757725642876129280,1113,4255
883,757611664640446465,1009,4291
884,757597904299253760,278,0
885,757596066325864448,959,4073
886,757400162377592832,6326,14151
887,757393109802180609,1579,5451
888,757354760399941633,1302,4210
889,756998049151549440,1835,5871
890,756939218950160384,1841,6223
891,756651752796094464,1192,4705
892,756526248105566208,3305,9719
893,756303284449767430,1005,3703
894,756288534030475264,16331,41229
895,756275833623502848,1406,5987
896,755955933503782912,2633,6832
897,755206590534418437,4910,15322
898,755110668769038337,10197,19767
899,754874841593970688,7250,0
900,754856583969079297,2311,6451
901,754747087846248448,477,2421
902,754482103782404096,1793,4940
903,754449512966619136,672,3509
904,754120377874386944,2163,7400
905,753655901052166144,1997,5460
906,753420520834629632,3237,7355
907,753398408988139520,1732,5358
908,753375668877008896,2137,7149
909,753298634498793472,5216,0
910,753294487569522689,960,3122
911,753039830821511168,19203,34620
912,753026973505581056,877,3659
913,752932432744185856,6301,11766
914,752917284578922496,1444,6510
915,752701944171524096,2619,0
916,752682090207055872,1460,5612
917,752660715232722944,1424,4081
918,752568224206688256,2087,5119
919,752519690950500352,3157,6869
920,752334515931054080,1009,3593
921,752309394570878976,14906,0
922,752173152931807232,1671,5549
923,751950017322246144,832,2852
924,751937170840121344,1201,4835
925,751830394383790080,1788,5446
926,751793661361422336,2620,5399
927,751598357617971201,2832,7417
928,751583847268179968,1005,4111
929,751538714308972544,1148,4720
930,751456908746354688,925,3013
931,751251247299190784,5397,11745
932,751205363882532864,1666,5908
933,751132876104687617,1187,4730
934,750868782890057730,1251,4467
935,750719632563142656,4592,12272
936,750506206503038976,1055,4143
937,750429297815552001,3922,12305
938,750383411068534784,1042,4267
939,750381685133418496,27,670
940,750147208377409536,876,2913
941,750132105863102464,1183,3373
942,750117059602808832,1212,4055
943,750101899009982464,777,2849
